noxchi,russian
ц1екегорг.,кочерга
кочегар.,кочегар
"с 1. (действие) кхерстар, кхерсташ лелар, даьлла лелар, кхелхина лелар 2. (стоянка) меттамотт.",кочевье
кофта,кофточка ж кофта.
къахьокхехкорг.,кофейник
т1оьрмиг.,котомка
боьра.,котловина
котлован,котлован.
"сов. и несов., что, фин. мах х1отто.",котировать
косяк,"2 м 1) (гурт) рема 2) (стая рыб, птиц) ж1уга."
косынка,касенка.
лу.,косуля
(часть туши) ха.,кострец
ц1е; сидеть у (или вокруг) костра – ц1ара хьалха 1ан.,костёр
костёл,костёл.
"с б1аг1ара хилар, г1унжаралла.",косоглазие
лач кач берг.,косоворотка
косовище,с г1ола.
"с.-х. 1) (косьба) хьакхар 2) (время косьбы) хьокху хан, мангалан хан.",косовица
с лер дохар.,косноязычие
жех1алалла.,косность
космополитизм.,космополитизм
космополит.,космополит
космонавтка,женск. к космонавт.
космонавтика.,космонавтика
космологи.,космология
космодром.,космодром
космографи.,космография
космогони.,космогония
с космовидени.,космовидение
йолхьокхург.,косилка
мангалхо.,косец
2 м (большой нож) мангал-урс.,косарь
1 м (косец) мангалхо.,косарь
1 ж (волосы) к1ажар; заплести косу – к1ажар ян.,коса
юьхк.,коряга
мед. кхартанаш.,корь
маккхал.,коршун
бухдаккхар.,корчёвка
"несов., что бухдаккха.",корчевать
кортик.,кортик
спорт. корт.,корт
корсаж,в разн. знач. корсаж.
коррупци.,коррупция
корреспонденци.,корреспонденция
корректор.,корректор
нисдархо.,корректировщик
"корректив, нисдар.",корректировка
мед. к1омар.,короста
"соз. и несов., кого таж тилла.",короновать
таж тиллар.,коронация
с паччахьалла.,королевство
(в сказках) паччахьан йо1.,королевна
хьелийлелорхо.,коровница
корневище,с орам; (основной корень) нана-орам.
кормушка,"ной, гуй."
"с 1) х1ума ялар; (помощь при еде) х1ума яор; (откорм) кхабар 2) (своим молоком) дакхор, накха балар.",кормление
"кхобург, кхабархо.",кормилец
чкъор.,корица
"несов., кого, разг. т1ехдетта, дуьхьалдетта.",корить
"уче, сени.",коридор
тускар.,корзина
корешок,"1) уменыи. от корень; 2) (квитанции, книги) бух."
(лошадь) харшераниг.,коренник
кардо.,кордон
рел. Къор1ан.,Коран
кеманашдархо.,кораблестроитель
с кеманаш дар.,кораблестроение
с кемалелор.,кораблевождение
с гоьмукъ; метание копья - гоьмукъ кхийсар.,копьё
с берг.,копыто
анат. ц1оганан даь1ахк.,копчик
с кхагор.,копчение
кхагийла.,коптильня
"разг. чиркх, къуьда.",коптилка
к1урз.,копоть
"несов., что, с.-х. литтанаш дан.",копнить
копна,литта; копны сена элан литтанаш.
с копи яккхар.,копирование
координаци.,координация
"сов. и несов., кого-что кооптаци ян.",кооптировать
кооптаци.,кооптация
"сов. и несов., что кооперации ян; кого цхьаьнатоха.",кооперировать
коопераци.,кооперация
божал.,конюшня
конюх,говрашлелорхо.
коньяк.,коньяк
конъюнктура.,конъюнктура
"валар, д1авалар.",кончина
концлагерь.,концлагерь
концесси.,концессия
концессионер,"концессионер, концессихо."
концерн.,концерн
концепци.,концепция
"несов., кого гаьхь1аьржах1отто.",конфузить
"разг. конфуз, эхь, юьхь1аьржо.",конфуз
конфорка,1) (у самовара) го 2) (кружок для плиты) пирг; (отверстие в плате) 1уьрг.
"конфискаци, лачхьалкхдаккхар.",конфискация
кемпет.,конфета
конферансье.,конферансье
конфедераци.,конфедерация
мат. конус.,конус
айп.,контузия
дуьхьалтохар.,контрудар
контрреволюци.,контрреволюция
контрреволюционер.,контрреволюционер
контрталламхо.,контрразведчик
контрталлам.,контрразведка
контролёр.,контролёр
с контрт1елатар.,контрнаступление
дуьхьалбаккхам.,контрмера
"сов. и несов., кого-что контратака ян.",контратаковать
воен. контратака.,контратака
"контрамарка, талон.",контрамарка
с нескл. муз. контральто.,контральто
муз. контрабас.,контрабас
континент.,континент
контекст,контекст; понять незнакомое слово из контекста - контекстехь ца девзачу дашах кхета.
контейнер.,контейнер
консультант.,консультант
консульство,с консулалла.
с кхоллар.,конструирование
х1оттор.,констатация
"несов., кого-что - къайладаккха, къайладахьа.",конспирировать
конспираци.,конспирация
конспиратор (къайле лелорг).,конспиратор
къайлаха хилар.,конспиративность
мед. консилиум.,консилиум
консерватори.,консерватория
консерватор.,консерватор
консерватизм,консерватизм.
к1омал.,конопля
с говраш лечкъор.,конокрадство
говрашлечкъорг.,конокрад
"гаре, гоьза.",коновязь
воен. дойшло.,коновод
"1) уст. (ветеринар) даьхнийн лор 2) разг. пренебр. (плохой врач) харц лор, вон лор.",коновал
коннозаводство,с говрашлелор.
дошлой.,конница
дошло.,конник
"несов., с кем-чем в чём къийса, конкуренци лело.",конкурировать
билггал хилар.,конкретность
конкретизаци яр.,конкретизация
уст. конка.,конка
говран жижиг.,конина
"дойн ферма, говрийн ферма.",конеферма
конесовхоз,"дойн совхоз, говрийн совхоз."
коневодство,"с дойлелор, говрашлелор."
коневод,"дойлелорг, говрашлелорг."
кондуктор.,кондуктор
кондитер.,кондитер
конгрессмен,"конгрессмен, конгрессхо."
кано.,конвоир
"конверт, ботт.",конверт
кон,бал; поставить на кон - боле дилла.
комсостав,(командный состав) комсостав.
"юьхь1аьржах1оттор, сий дайар.",компрометация
компрессор.,компрессор
"несов., что, ж.-д. компостер х1отто (или та1о).",компостировать
компостер.,компостер
"несов., что дакъойх кхолла (или дан).",компоновать
"компонент, дакъа.",компонент
композитор.,композитор
компиляци.,компиляция
"несов., что компиляци ян.",компилировать
1) (осведомлённость) хууш хилар 2) (полномочия) бакъо хилар.,компетентность
къилба.,компас
компартия,(коммунистическая партия) компарти.
компаньонка,женск. к компаньон 1.
оти.,коморка
комод.,комод
комната,"чоь, ц1а; квартира из трёх комнат - кхо чоь иолу квартира."
коммюнике,с нескл. коммюнике.
коммутатор.,коммутатор
коммунистка,женск. к коммунист.
коммунист.,коммунист
коммунизм.,коммунизм
коммунар,"коммунар, коммунахо."
коммерци.,коммерция
"коммерсант, совдегар.",коммерсант
"сов. и несов., что комментареш яла, кхето.",комментировать
"комментатор, комментархо.",комментатор
комиссариат.,комиссариат
1) (актёр) забарча 2) (шутник) забарча.,комик
"астр, комета.",комета
комендатура.,комендатура
комендант.,комендант
"несов., что 1) цхьаьнатоха 2) перен. комбинаци ян.",комбинировать
комбинезон.,комбинезон
с.-х. комбикорм.,комбикорм
"комбайнер, комбайнхо.",комбайнер
комбайн.,комбайн
"сов. и несов., кого - командировать ван, командировке вахийта.",командировать
командарм,(командующий армией) командарм.
ист. г1аг1.,кольчуга
"с 1) (птиц) ч1уг йоллар 2) (обмазывание деревьев кругом) ч1уг яр, го бар; (снятие коры) шо баккхар.",кольцевание
"несов., что лесто; ветер колышет занавеску - махо лестайо кореуллург.",колыхать
1ад-ботт.,колчан
колхоз,колхоз.
колун,зайл-диг.
с как баккхар; реже ч1ож хьовзор.,колошение
колос,кан; спелые колосья пшеницы - хилла к1ен кенаш.
"архит. колоннада, колоннийн мог1а.",колоннада
в разн. знач. колони.,колония
"сов. и несов., что 1) (превратить в колонию) колони ян 2) (заселять колонистами) колонисташ т1еховшо.",колонизировать
"1) колонизаци, колони яр 2) колонеш т1еховшор.",колонизация
колонизатор.,колонизатор
колониализм.,колониализм
горгал.,колокол
г1у.,колодец
колода,2 ж (карт) туп.
колода,1 ж 1) (обрубок дерева) гуьйриг 2) (для водопоя и т. п.) гуй 3) (в погребениях) гуй 4) перен. прост. (о человеке) партал.
буру.,коловорот
колобок,авгол.
"коллекционер, гулдархо.",коллекционер
коллектор.,коллектор
"нареч. юкъахь, цхьаьна.",коллективно
коллективизм.,коллективизм
"сов. и несов., что коллективизаци ян.",коллективизировать
коллегиальность.,коллегиальность
"коллега, накъост.",коллега
"с горх1оттар, корта тохар.",коленопреклонение
колдун,"м, колдунья ж холмачхо."
колдовство,с холмачалла.
колдобина,(на дороге и т. п.) к1аг.
йоьхь; (толстая) тж. марш.,колбаса
колба,колба.
"несов., что, тех. кокс баккха, кокс бан.",коксовать
кокс,кокс.
мед. йовхарш.,коклюш
с кочалла; кхахьпалла.,кокетство
"несов., с кем и без доп. коча хила (или лела).",кокетничать
коча зуда; кхахьпа.,кокетка
кок,кок.
"(коя, кое) мест. вопр. и относ.: ни в коем случае – х1уъа дича а.",кой
козлятина,газанан жижиг.
коза,1) газа; авст (после первого окота) 2) зоол. (самка горного козла) шо ; драть как сидорову козу разг. -хьерадаьллачу ж1аьлина санна етта.
1) (тулуп) кетар 2) тех. ботт.,кожух
чкъуьйриг.,кожура
дабаг1ахо.,кожевник
кожанка.,кожанка
мест. неопр. цхьаберш; поговорил кое с кем - цхьаболучаьрца къамел дира; я кое-кого повидал - цхьаберш гира суна.,кое-кто
"нареч. наг-наггахь, юкъ-юкъахь.",кое-когда
"нареч. разг. цхьаццанхьа, нагнаггахь.",кое-где
огар.,ковыль
1) (железа) тусар 2) (коня) ленаш тохар.,ковка
куз.,ковёр
(клетчатая рубашка) ковбойка.,ковбойка
ковбой.,ковбой
коварство,"с мекарло, тешнабехк."
кхела.,кобыла
г1ирг1а.,кобчик
хумп1ар.,кобура
зоол. кобра.,кобра
пхьу.,кобель
коалици.,коалиция
эла.,князь
элан йо1.,княжна
княжество,с олалла.
сту.,княгиня
с шедан кхаж.,кнутовище
нареч. охьа.,книзу
книгохранилище,с 1) (отдел хранения) книшкаш 1алашйойла 2) библиотека.
книгаш йохкар.,книготорговля
с книгашна зорба тохар.,книгопечатание
и ж книшкаш кхоьхьург.,книгоноша
книшкаш езарг.,книголюб
"с книгийн издательство, книшкашъарахоьцийла.",книгоиздательство
1аспар.,кляча
"несов, разг. эладита лело, питана лело.",кляузничать
с дуй къарбар.,клятвопреступление
"несов., кого-что сардам болла, не1алт ала.",клясть
"спорт, клюшка.",клюшка
анат. динбухка.,ключица
однокр. 1) кого-что (о птице) з1ок тоха 2) (о рыбе) муьрг тоха.,клюнуть
клюква (орамат).,клюква
з1ок.,клюв
клык,анат. пхьарцерг; (у животных) к1омсар.
хас.,клумба
ц1азам.,клубника
клуб,1 м клуб; рабочие клубы - белхалойн клубаш.
жухарг.,клоун
клоповник,"прост. г1ундалг1ийн бен, къийзоргийн бен."
"1) г1ундалг1и, къийзорг 2) перен. разг. (о малыше) ц1инц1олг.",клоп
клише,с нескл. полигр. клише.
кличка,ц1е; (прозвище) яхна ц1е.
клинопись.,клинопись
клиницист,клиницист.
собир. клиенташ.,клиентура
клещ,веччалг.
горн. г1у.,клеть
биол. клетчатка.,клетчатка
1. тех. (действие) к1уж беш вовшаххоттар 2. (бочарная дощечка) п1енда.,клёпка
(орла) варкъ.,клёкот
клейстер.,клейстер
с х1ост дар.,клеймение
биол. маза.,клейковина
"несов., что лето.",клеить
клеёнка.,клеёнка
"несов., на кого-что эладита лело.",клеветать
клевер,клевер (буц).
"лит., иск. классицизм.",классицизм
"сов. и несов., кого-что классификаци ян.",классифицировать
ж. классификаци.,классификация
классик.,классик
кладь,"собир. мохь, кира."
ч1оьн-ц1а.,кладовая
кладбище,с кешнаш.
кишмиш,кишмиш.
кишечник,чуьйраш.
дозалла.,кичливость
кит.,кит
"1) (часть руки) т1ара, ка 2) (гроздь) кан, хорха 3) (для краски, клея и т. п.) щётка 4) (украшение) к1ужал.",кисть
кисточка.,кисточка
киста,мед. киста.
муьсталла.,кислотность
кислота,"1) муьсталла 2) хим. кислота, мусталла."
кислород,кислород.
"межд. пису-пису, пис-пис.",кис-кис
кисет.,кисет
киса,разг. ласк. пису.
кирпич,кибарчиг.
кирка,з1окберг.
кирза,кирза.
с кхехкор.,кипячение
кипарис.,кипарис
"киоскёр, киоскьхо.",киоскёр
кинохроника.,кинохроника
кинофильм.,кинофильм
кинофестиваль,кинофестиваль.
кинотеатр,кинотеатр.
кино яккхар.,киносъёмка
киностуди.,киностудия
киносеанс.,киносеанс
киноплёнка.,киноплёнка
кинопередвижка.,кинопередвижка
кинооператор,кинооператор.
киномеханик.,киномеханик
кино.,кинокартина
с киноисбаьхьалла.,киноискусство
кинозал,кинозал.
киножурнал,киножурнал.
"(минерал, краска) киноварь.",киноварь
киноаппарат.,киноаппарат
"м, киноактриса ж киноактёр.",киноактёр
кино,"кино , мас.: кинокомедия - кинокомеди."
кино,с нескл. в разн. знач. кино.
шаьлта.,кинжал
физ. кинетика.,кинетика
(телевизора) кинескоп.,кинескоп
кинематографи.,кинематография
килька.,килька
километраш.,километраж
километр,километр.
килограмм.,килограмм
киловатт.,киловатт
кий.,кий
кизяк,г1ий.
"(кустарник) стов, дога.",кизильник
кизил,"1) (дерево) стов, дога 2) собир. (ягоды) стеш."
кивок,корта та1ор.
кибитка,1) (повозка) кибитка 2) (жилище) бун.
кибернетика.,кибернетика
"етта шура, кефир.",кефир
кета.,кета
кессон.,кессон
мехкадаьтта-пеш.,керосинка
мехкадаьтта.,керосин
керогаз.,керогаз
кепка.,кепка
кенотаф,этн. (обелиск в виде креста в честь умершего) чурт.
кенгуру,"нескл., зоол. кенгуру."
кекс.,кекс
къуьрдиг.,квочка
с к1а-к1а (или к1акъари) дар.,квохтанье
кворум,кворум.
квитанци.,квитанция
квинтэссенци.,квинтэссенция
нареч. ирх.,кверху
текх.,квашня
квас,(ячменный) ко; (просяной) мохса.
мин. кварц.,кварц
квартплата,квартъял.
"квартира, петар.",квартира
муз. квартет.,квартет
однокр. вакъ ала.,квакнуть
- с вакъ-вакъ бахар.,кваканье
кают-компани.,кают-компания
каштан,бот. каштан.
кашне,с нескл. кашне.
однокр. йовхарш тоха.,кашлянуть
кашица,2 ж разг. (жидкая каша) коча худар; (кашеобразная масса) кочалла.
1 ж уменыи. от каша.,кашица
кашемир,кашемир.
кхачанхо.,кашевар
кашалот,зоол. кашалот (кит).
гаьнгали.,качалка
г1овтал.,кафтан
кафетери.,кафетерий
кафель,кафель.
кафе,с нескл. кафе.
католичка,женск. к католик.
католичество,с католичество.
католик.,католик
каток,"1) шаршол (для катания) 2) (для трамбовки, молотьбы) керчол, реже балба."
мат. катет.,катет
катапульта,катапульта.
каталог,каталог.
катавасия,"разг. г1урт, кегари."
яй.,кастрюля
"сов. и несов., кого да1а.",кастрировать
да1ар.,кастрация
ваь1нарг.,кастрат
разг. касторка.,касторка
кастелянша.,кастелянша
кассирша,разг. же иск. к кассир.
кассир.,кассир
"кассета, ботт.",кассета
касатка,(ласточка) ч1ег1ардиг.
карьеризм,карьеризм.
карцер.,карцер
буьнжолаг.,карусель
картуз.,картуз
разг. картол.,картофелина
картофелесажалка,картолашъюьйриг.
картолашъохкург.,картофелекопатель
"картон, мужалт.",картон
картографи.,картография
картограф.,картограф
(снаряд) х1оъ; (дробь) чаччамаш.,картечь
карп.,карп
буйдол.,карлик
"однокр. 1аха, къа ала.",каркнуть
карий,"-яя, -ее 1) (о цвете глаз) жуг1ар 2) (о масти лошади) до1ах-басахь."
кардиолог,кардиолог.
кардиографи.,кардиография
кардиограф,кардиограф.
кардиограмма.,кардиограмма
тех. карбюратор.,карбюратор
"каратель, 1азапхо.",каратель
карат.,карат
карась.,карась
карапуз,разг. бупп1аз.
"бот. 1аммаг1, муш-дечиг.",карагач
карабин,1) воен. карабин 2) (приспособление) м1ара.
"1) фарм. капсула, чкъор 2) тех. капсула.",капсула
капрон.,капрон
г1ишлош йог1ар.,керла
с эк. капитал.,капиталовложение
капиталист,капиталист.
капитализм.,капитализм
эк. капитализаци.,капитализация
капилляр.,капилляр
1. (таяние) ладар 2. собир. (капли) т1адамаш.,капель
муз. капелла.,капелла
каньон,1ин.
канцлер,канцлер (премьер-министр).
кантата,муз. кантата.
туре.,кант
"с нескл. спорт. каноэ, хикема.",каноэ
канонада.,канонада
"канифоль, балоз.",канифоль
канистр.,канистра
пелхьо.,канатоходец
канат,муш (из волокон); канат (из проволоки).
"можа хьоза, канарейка.",канарейка
канализаци.,канализация
саьнгарйоккхург.,канавокопатель
саьнгар.,канава
камфара,камфара.
камуфляж,воен. камуфляж.
т1улгашъотург.,камнедробилка
товха.,камин
муз. камертон.,камертон
т1улгботтархо.,каменщик
т1улган говзанча.,каменотёс
т1улгбоккхийла.,каменоломня
камбала.,камбала
"кальций (хим. элемент, металл).",кальций
калькуляци.,калькуляция
калькулятор.,калькулятор
"несов., что калькуляци ян.",калькулировать
калька.,калька
калым,(при женитьбе) там; (при разводе) урдо.
каллиграфи.,каллиграфия
каллиграф.,каллиграф
ринжа.,калитка
муьрг.,калина
"калий (хим. элемент, металл).",калий
калибр.,калибр
калека,и ж заь1апхо; (с искалеченными руками) чолакх стаг.
каланча,1) (вышка) чардакх 2) разг. шутл. (о человеке) ург1ал.
каламбур.,каламбур
кал,боьхалла.
бот. кактус.,кактус
"нареч. разг. мухха а, мухха делахь а.",как-никак
какао,с нескл. какао.
обл. г1аймакх.,каймак
диет.,кайма
с уст. хазна лечкъор.,казнокрадство
"сов. и несов., кого ден, суд ян; ирхъолла (повесить); тоьпаш тоха (расстрелять).",казнить
хазнача.,казначей
уст. хазна.,казна
с собир. г1алаг1азкхий.,казачество
казарма.,казарма
обл. яй.,казан
кадык,логан шад.
шелиг.,кадушка
кадр,"фото, кино кадр."
"шелиг, т1екха.",кадка
2 м ист. кадет.,кадет
1 м уст. кадет.,кадет
кагор,кагор.
"дошлой, кавалери.",кавалерия
кавалерист,дошло.
союз прост. нагахь.,кабы
кабина,в разн. знач. кабина.
кабачок,(овощ) кабачок.
2 ж (танец) г1ебартойн хелхар.,кабардинка
кабардинка,1 женск. к кабардинец.
кабанина,(мясо дикой свиньи) нелан жижиг.
кабан,1) зоол. (дикая свинья) нал 2) (самец домашней свиньи) борша хьакха.
ка,"частица, разг. 1) при повел. накл. перев. суффиксом л; спой-ка песню - алал илли; ну-ка, покажи – х1ан, гайтал 2) при буд. вр. перев. частицей -кх; напишу-ка я письмо - яздер-кх ас кехат."
йод,йод.
йога,(учение йогов) йогалла.
йог,йог.
июнь,июнь; в июне месяце - июнь баттахь.
июль; в июле месяце - июль баттахь.,июль
(охотничья собака) эр; (служебная собака) лар холлу ж1аьла.,ищейка
ишак,вир.
ихтиологи.,ихтиология
"несов., что, бухг. жам1 дан, итог ян.",итожить
"с ларар, хьесап дар.",исчисление
с д1адалар; къайладалар.,исчезновение
"сов. дерза, тодала.",исцелиться
"сов., кого-что дерзо, тодан.",исцелить
"дерзинарг, тодинарг.",исцелитель
"сов. хедо, дохо.",исцарапаться
"с 1азап дар, хьийзор.",истязание
сов. тишдала.,истрепаться
"1) (тот, кто уничтожает) х1аллакдийриг 2) воен. (самолёт, лётчик) истребитель (кеманхо).",истребитель
сов. дан.,истратиться
историографи.,историография
пешашлеторг.,истопник
там.,истома
"сов., что ата.",истолочь
истмат,(исторический материализм) истмат (исторически материализм).
юр. девнан да.,истец
моха.,истерия
истеричка,разг. мохайог1ург.
моха.,истерика
"сов. холчух1отта, хала хьийза.",истерзаться
"несов., иссякнуть сов. 1) (исчезать) лакъа; вода в колодце иссякла – г1уна чуьра хи лекъна 2) (кончаться) кхачадала; силы врага иссякли - мостаг1чун ницкъаш кхачабелла.",иссякать
"несов., иссушить сов. 1) что (осушить) дакъо; ветры иссушают почву- махо дакъадо латта 2) кого, перен. дакъо; болезнь его иссушила - цамгаро вакъийна иза.",иссушать
нареч. мацаха дуьйна.,исстари
талламхо.,исследователь
"сов., кого кхеро.",испугать
нареч. кхераделла.,испуганно
исполком,(исполнительный комитет) исполком (кхочушдаран комитет).
нареч. к1елара.,исподнизу
1) рел. дохковалар 2) перен. даре.,исповедь
исповедание,с (религия) дин.
сов. 1) (о карандаше и т. п.) кхачо 2) перен. (о писателе) г1ора кхачо.,исписаться
"сов., испещрять несов., что къарздан.",испещрить
сов. даттадала; хлеб испёкся - бепиг даттаделла (или деттина).,испечься
"сов., что датта.",испечь
ислам,ислам.
с исбаьхьаллалелор.,искусствоведение
исбаьхьалча.,искусствовед
"с бехк такхар; рел. къинойх ц1андалар, капарат.",искупление
сов. лийча.,искупаться
сов. атадала.,искрошиться
"сов., что сатто, гамдан.",искривить
"догц1еналла, дог ц1ена хилар.",искренность
"сов., что, разг. сатто.",искорёжить
"нареч. уст. мацах дуьйна, дукха хенахь дуьйна.",искони
башхалла.,исключительность
с лехар.,искание
"сов. чолакх хила, заь1ап хила, айпе хила.",искалечиться
"сов., кого-что 1) (изувечить) чолакх ван, заь1ап ван, айпе дан 2) прям. и перен. (изуродовать) талхо, эрчадаккха.",искалечить
ис,: иссушить - дакъо.
"иригаци, хиш дахкар.",ирригация
"несов., над кем-чем аьшнаш дан.",иронизировать
ирис (конфетийн сорт).,ирис
1) (цветок) ирис 2) анат. йо1б1аьрган го.,ирис
ипподром.,ипподром
мед. инъекци.,инъекция
инфузори.,инфузория
с (информационное бюро) информбюро (хаамийн бюро).,информбюро
"информатор, хаамча, информацихо.",информатор
эк. инфляци.,инфляция
"грам. инфинитив, билгалза кеп.",инфинитив
мед. инфекци.,инфекция
"мед. инфаркт, дог дат1ар.",инфаркт
дагара.,интимность
"сов. и несов., что кхетам бала, интерпретаци ян.",интерпретировать
"интерпретаци кхетор, кхетам балар.",интерпретация
интерпретатор,интерпретатор.
"сов. и несов., кого-что интернировани ян.",интернировать
с интернировани.,интернирование
интернационализм.,интернационализм
интернат.,интернат
интермеди.,интермедия
интервенци.,интервенция
интервент.,интервент
эвсаралла.,интенсивность
интендант.,интендант
интеллигент.,интеллигент
интеллект.,интеллект
мат. интеграл.,интеграл
инсценировка.,инсценировка
"инструкци, хьехам.",инструкция
"инструктор, хьехамхо.",инструктор
"сов. и несов., кого-что инструкцеш яла, хьехам бан.",инструктировать
"инструктаж, куьйгаллин хьехам.",инструктаж
йорг1а.,иноходь
"арахьарниг, мехкайоцург.",иностранка
"арахьарниг, мехкавоцург.",иностранец
"нареч. наггахь, цкъаццкъа.",иногда
инкубаци.,инкубация
инкубатор,инкубатор.
1) ист. инквизици 2) перен. 1азап латтор.,инквизиция
инквизитор.,инквизитор
инкассатор.,инкассатор
инжир,инжир.
"хьуьнар цахилар, доьналла цахилар.",инертность
индюшка,разг. москал-котам; (молодая самочка) москал-меъ.
москал-н1аьна.,индюк
индустриализаци.,индустриализация
индуизм,рел. индуизм.
"бен доцуш хилар, бала цахилар.",индифферентность
индикатор,"тех., хим. индикатор."
индивидуум,индивидуум.
индивидуалист,индивидуалист.
индивидуализм.,индивидуализм
"сов. и несов., кого-что индивидуализировать дан, индивидуализаци ян.",индивидуализировать
индивидуализаци.,индивидуализация
индекс.,индекс
москал-котам.,индейка
"инвентаризовать сов. и несов., что инвентаризаци ян.",инвентаризировать
инвентаризаци.,инвентаризация
и.,дина-кх
"несов., что и без доп. импровизаци ян, доккхушехь ала.",импровизировать
импровизаци.,импровизация
импровизатор.,импровизатор
импрессионист.,импрессионист
импрессионизм.,импрессионизм
мед. ц1уралла.,импотенция
мед. ц1ура.,импотент
"сов. и несов., кого-что импорт ян.",импортировать
импорт.,импорт
импери.,империя
"император, паччахь.",император
"грам. т1едожоран саттам, императив.",императив
иммунитет.,иммунитет
1) иммиграци 2) собир. иммигранташ.,иммиграция
имитатор.,имитатор
иесов. ц1е хила.,именоваться
"несов., кого-что ц1е яккха.",именовать
"с латта, мохк.",имение
"бот. занжабил, 1амбар.",имбирь
имамство,с имамалла.
имамат,имамалла.
имам,(духовный глава у мусульман-шиитов) имам.
иллюстратор.,иллюстратор
"сов. и несов., что иллюминаци ян.",иллюминировать
иллюминаци.,иллюминация
иллюминатор.,иллюминатор
иллюзи; перен. тж. сатийсар.,иллюзия
ил,саз.
1евнан буьртиг.,икринка
хьуьнк1.,икота
однокр. хьуьнк1 ян.,икнуть
с исбаьхьалла.,изящество
изюм,кишмаш.
"несов., что леха.",изыскивать
сов. кхето.,изъясниться
"сов., изъявлять несов., что д1ахаийта, д1аала; он изъявил согласие - реза хилира и.",изъявить
изумруд,изумруд.
сов. цецдала.,изумиться
"сов., кого-что цецдаккха.",изумить
нареч. цецвоккху.,изумительно
сов. заь1ап хила; чолакх хила.,изувечиться
с къизалла.,изуверство
"сов., что ахка.",изрыть
"сов., кого-что цаца бан; изрешеченный пулями – д1аьндаргаша цаца бина.",изрешетить
"сов., что и без доп., ирон. ала; он изрёк истину - бакъдерг элира цо.",изречь
изразец,экъа.
"сов., что башха дан.",изощрить
изорвать,"сов., что дат1о; дохо (износить)."
изолятор.,изолятор
сов. аьшпаш 1ама.,изолгаться
"сов. разг. доха, эт1а.",изодраться
"сов., что, разг. дохо, эт1о.",изодрать
сов. сатта.,изогнуться
"сов., что сатто.",изогнуть
"с кхоллар, кхоллам.",изобретательство
кхолладалар.,изобретательность
изобрести,"сов., что кхолла."
"сов. г1ора дан, х1отта.",изнуриться
"сов., кого хьийзо, нуьцкъах лело.",изнасиловать
"с хьийзор, нуьцкъаш лелор.",изнасилование
"сов. хьерча, хьекхадала.",измяться
"сов., что (сделать негладким) хьерчо, хьекхо; (потоптать) хьаша, та1о.",измять
"несов., что доцург кхолла.",измышлять
с доцург кхоллар.,измышление
"сов. холчух1отта, г1ора дан.",измучиться
сов. разг. г1ора дан.,измотаться
дерз.,изморось
йис.,изморозь
дустург.,измеритель
"сов., что эта, кегийра дан, жимдан.",измельчить
1 сов. 1) (по величине) жимдала 2) (обмелеть) гамхадала 3) перен. эсхадаккха.,измельчать
с д1адийцар; д1аяздар (письменное).,изложение
сов. дала.,издохнуть
разг. хьийзор.,издёвка
"с 1. (действие) хьийзор, бала бахьар 2. (насмешка) хьийзор.",издевательство
арахецархо.,издатель
"несов., изгрызть сов., что даа, диъна дохо, 1ийшина дохо.",изгрызать
кечдалар.,изготовка
"с 1) (искажение) талхор, харцхьадаккхар 2) (ненормальность) донолла, талхар.",извращение
"каде хилар, т1ахъаьлла хилар.",изворотливость
извозчик,говр-ворданхо.
"с 1. (действие) хаам бар 2. (документ) хаам, извещени.",извещение
кир-маь1да.,известняк
изваяние,с статуя.
с харжар.,избрание
сов. харжа.,избираться
избиение,с 1) (побои) еттар 2) (массовое убийство) дайар.
сов. разг. (утомиться от беготни) идда к1аддала (или х1отта).,избегаться
"сов., кого коча 1амо, качдаь.",избаловать
изба,ц1а.
- харж ян.,израсходовать
"(изо , изъ , ис ) приставка - дешхьалхе д1а ; цо гойту: 1) изгнать – д1аэккхо 2) изодрать – эт1о,.",из
из,"(изо) предлог с род. п. 1) (откуда) ра; выйти из дому – ц1ера аравала; привезти из колхоза - колхозера схьадан 2) (выделение части; превращение) х, л; одно из двух - шиннах цхьаъ; лучший из всех -массарал тоьлушха дерг; из посёлка возник город - посёлких г1ала хилла."
с кхабар.,иждивение
цхьаммо кхобург.,иждивенец
иероглиф,иероглиф.
иерархия,иерархи.
с ц1у-динах тешар.,идолопоклонство
идиотка,женск. к идиот.
идиотизм,"1) (слабоумие) идиотизм 2) разг. (глупость) 1овдалалла, сонталла."
идиот,"1) (слабоумный) идиот, ц1армат 2) бран. 1овдал, ц1армат."
идиом,"идиома ж лингв. идиома , мас.: сматывать удочки - истангах топ ян."
1) лит. идилли 2) перен. ирон. ирсе дахар.,идиллия
идеологи.,идеология
идеолог,"идеолог, идеологихо, идейхо."
"идей хилар, идейлла.",идейность
идеалистка,же иск. к идеалист 2.
идеалист,идеалист.
филос. идеализм.,идеализм
в разн. знач. ловзархо.,игрок
с тергалцадар.,игнорирование
селасат.,иволга
бот. ишалчай.,иван-чай
ибо,"союз высок. (потому что, так как) дела, х1унда аьлча."
и,"2 частица усил. а, -м; я и сам не рад - со-м со а вац воккхавеш; не могу и подумать об этом - цунах лаьцна ойла а ца яло соьга."
"1 союз 1) соед. а-а; вверх и вниз - хьала а, охьа а 2) присоед. и перечисл. а; и настало утро - 1уьйре а т1екхечи;.",и
нуц.,зять
зоол. хьуьнан хоза.,зяблик
