noxchi,russian
склероз,склероз
"Суна хьо санна хьуна со ца вез, суна дукха ез хьо","Ты не любишь меня как я люблю тебя, а я тебя очень сильно люблю"
делкъенна х1ума яар мац хуьлу хьан?,когда у тебя обед?
хьо ма кур ю!,а ты такая высокомерная!
ас дукха лаьхнера хьо,я тебе тут долго искал
"х1орд, хьо беза суна","море, я хочу тебя"
ахь х1ума кхаьлний?,ты поел?
суна хьо хазхета,ты мне нравишься
"балхар чувог1уш ву, ткъа хьо?","с работы иду, а ты?"
белха де беркате хуьлда,хорошего рабочего дня
к1адвелла?,устал?
Де дика хуьлда,доброго утра и хорошего дня
ма хала кари суна хьо!,как я тебя трудно нашел!
мар кагбина бу,нос сломан
сурт дац соьгахь,у меня нет фото
дийцар,рассказ
х1у ду керла?,что нового?
лач1къийна,украла
ма ч1ог1а,не очень тактично
д1акховдо,протянуть
ас д1а ца бийцарх са хила мег дик болх,Доброе вечер милая леди
йовр ю техьа со?,неужели я пропаду?
беркалла,спасибо
хьун дик ма ду,а тебе хорошо
вез ца ве,не жалуюсь
к1аъ к1аззиг,да немного
постишся?,Марх дуй?
и ю-кх иза,это она и есть
Нохчийн мотт мичар хаъ хьуна?,откуда чеченский язык знаешь?
во дешнаш,плохие слова
хиджаб лелайой ахь такх,а ты хиджаб носишь?
мас сохьтехь йина ахь наб?,ты сколько часов спал?
хьа хаза б1аьргаш!,твои красивые глаза!
цахаъ,незнаю
конечно говорю!,дера боху!
"са б1аьргах маьл боьжначу т1адмех, дална хьалха жоп лур ду ахь!",за каждую мою слезу ответишь перед всевышним!
дална хьалха жоп лур ду ахь,ответишь перед всевышним
боккъалаъ,действительно
"птица кружась кружится, а не зовет, или зовет но не кружится...",зову кружась как птица
х1ара х1у ю?,что это такое?
хаза зезаг,красивый цветок
сан ц1е Муса ю,меня зовут Муса
дуй баа,поклянись
со г1аш г1ура ву,я пешком пойду
Х1ах1а ц оьш г1аш г1ур ву со,не спасибо пешком пойду
тхун сагатло,Нам скучно
суьйр дик йойл,со ю марха даьстан садо1ш
март даст хан ца хуьлте,Когда же время разговения?
х1у элир лоьро,что сказал врач?
тахан яхари хьо?,сегодня пошла ты?
бераш,ребята
"со ала г1ертарг х1у ду аьлчи, ши ваша а, ши йиша а ю сан, царах йоккха йо со","я хотела сказать что у меня есть дв сестричка и два барата, это для меня большая честь вот"
лор,врач
ши к1ант муха ву?,как два мальчика поживают?
Хьо и дуьцш вег мил валахь соцар вари хьо?или белхло ву хьо ?,"кем бы ты не был, который это говорит, может остановишься? или это твоя работа?"
суни?,мне?
"х1аъ, и кхузахь ву",да он здесь
Устрад -г1ала,Аргун
шу д1адоьлхуш ду?,вы уезжаете?
х1инцале д1адоьлху шу?,уже уходите
онда,сильный
жима,маленькая
сурт хаз ц дол са,у меня фото не красивые получаются
дагахь х1ум доцуш адам ду хьо,ты чистосердечный человек
косичка,к1ажар
нохчо,чеченец
хьун яит г1ертш яцар,не тебе хотела послать
мичахь ю?,где?
паччахь,президент
лаха,поищи
г1у,колодец
етт,корова
башня,б1ов
"салам, мух ду хьа г1улкхаш?","привет,как дела?"
ахь 1овжийна со,ты сделал мне очень больно
боккъала боху,честно говорю
т1ехьдог1у,следует
паыоо,стремит
д1а кхечни хьо?,ты доехал?
Хьо мух ву?,Как ты?
зуда йоцу стаг,одинокий волк
Далл лаахь,если Аллах захочет
если за хочет,шен лаахь
долш санна,как будто есть
долш,есть
аьтка,боты
брат,ваша
Бог дал,Дала делла
дика ду,хорошо
Гена ваьлла,далеко ушёл
Гена ваьлла,далеко зашёл
довз мегар дари?,можем ли мы познакомиться?
шу муха 1аш ду?,как вы поживаете?
х1у лаьъ хьуна?,что хочешь?
лампа,чиркх
ахь дийра ду ца моттар суна,я от тебя не ожидал
сил ч1ог1а дог х1унда эт1а до ахь?,что ты так бесишь-то
мича доьлхуш ду шу?,куда вы направляетесь?
хаз к1ант ву хьо,ты красивый парень
жоп луш иштта дукха х1унда 1а хьо?,почему долго отвечаешь?
хуш къийзош,семечки грызу
сун ца ез,я не хочу
"б1аьр са доцучу суртдиллархочо, янне а йоцучу г1алин лаьтта дужу зезагийн аз дуьллу хенахь, херлур хьога сан безам","я разлюблю тебя тогда,когда слепой художник нарисует звук падующего лепестка розы на пол замка которого нет"
Акха-м дац шу?,Дикари вы?
"Х1умма деш яц, марх лац йоллу со х1инца","Ничем не занята, пытаюсь к посту подготовиться"
х1у аьлла дагдеъна хьуна иза?,с чего ты взяла?
г1ап,патронпаш
"Дика ду сан ваш, Дала аьтто а, Дала могушалла а, лойла хьуна","давай брат удачи,дай Аллах тебе здоровья"
рузбнер вог1уш вукх! а хьо стенгар вог1у?,а ты откуда?
тергал ве со,обрати на меня внимание
ж1оьвнехь,кайфовая
баркал сан ваш,спасибо брат
Дела реза хуьлда,Да будет доволен тобой Всевышний
Нохчо муха ю хъо?,как дела сестренка?
боьг1а х1ума,"нечто отвратительное, грязное, змея, в жаргоне также используют как синонимы слов плохиш, негодник"
Маржа 1ожал йа1 мичахь лоцарте ахь?!,"Где же ты настигнешь меня, о смерть?!"
"Соьлжа-г1ала, собор делахь сун",Грозный жди меня
ма къежа,не лыбайся
буьйса дика хуьлда,спокойный ночи
синкъерам,развлечение
нана хъо,мама ты
са безам,моя любовь
сун ца хаъ,я незнаю
у нас будет ребенок,вай бера хир ду
сурт муха ду?,как фото?
бусулба йо1,мусульманка
"оц Халимат Вайнахская бох йо1ехь санна массергахь нохчалла,яхь елхьар ирсе хир дар вай","Если бы все были как эта Халимат, с такими же качествами проявления культуры и гордости, то все мы были бы счастливыми"
Мух ю бах ахь хьо ?,И как же ты поживаешь?
г1о оьши?,помощь нужна?
"со оьшаш х1умма а, дуй?","есть что, чем я мог бы помочь?"
со хьаж х1умма дуй?,есть чем помочь?
Хьом хаз ма ю,А ты красивая
Муха ду гӀуллакхаш?,Как дела?
обидел,оьг1аз йахийтна
ара довлуш ду тхо,мы идем гулять
кхи дукха некъ бисни хьа?,долго ты еще будешь ехать
дуьне даъ ахь. дуьне Диан чул т1яхь йлсман яъ ахь,"Довольствуйся этим миром,затем довольствуйся и раем"
шу муьлш ду?,вы кто?
Я лежу,Со 1уьллуш ю
х1о1ш кхарзи?,яйца пожарить?
х1о1ш кхехка дей?,сварить яйца?
хьа керахь бу и харжам,выбор за тобой
Бегш бон,Шучу
Вааай хьом нохчи яц т1акх,"нууу, ты тогда и не чеченка"
Мял лур дар ахь?,а сколько дал бы?
хьо йовз мегар дари?,можно с тобой познакомиться?
Мух ю хьо худеш ю?,Как ты? что делаешь?
т1ехькхиъ хьажа,попробуй пойми
"сан ваш, г1уллакхаш муха ду?",как твои дела брат
Аа хьай суьртш дайта,ты пришли свои фотки
де1а хьал муха ду,как самочувствие?
ваш мух ву хьо?гергарчан маршал далу,ассаламу алейкум брат как ты как родние салам передай от меня
Успеха тебе во всем,"Аьтто хуьлда хьан, массо а х1уманехь"
сахьйза,скучаю
шу г1уллакхаш муха ду?,как дела у вас?
Х1у хилла хьуна?,Что случилось с тобой
и х1у дуу?,что это?
суна ка тоьхна текхарго,меня змея ужалила
ты мне не нужен,ты мне нужег
Дал сий дойл хьа!,чтобы Бог почтил тебя
д1а то ба б1аьрг,лечить от глаза
сунам ца хиар,"я не смог, я не узнал"
таблетка,базара нет!
со цхьанге йист хулш яу,я не с кем не разговариваю
Маржал 1ожал йо1 со мичахь лоцар те ахь,"Смерть, где жы ты настигнешь меня?"
диконца дукх яхийл,живи долго и счастливо
дел рез хил,спасибо
баркал,спасибо
цена,мах
х1унд хоьт ахь,а почему спрашиваешь
ца жим,не большой
со кийча ю,я готова
заболела,цонгш хилла
дега везар,Любимый
ладог1а,кстате
салам брат,салам са ваш
са самукъ,моя радость
со хаз яц,я красивая
тамшин,странный
привет,маршалла
мух юх хьо,как ты
Кхузахь Iе,останься здесь
прекрасная,прекрасная
сердек хийлла,добрый вечер
х!оккхахь,здесь
ахь эр дацар т1акх,ты бы не сказал тогда
мегеряц,нельзя
дал си дойл хьа,душу успокоил
сун хьо хаз ел,ты мне понравилась
маршал муха ду дахар,привет как жизнь
доброй всем ночи,Буьйса дика хила массери
хазниг,красавчик
"со 1а раза ву-кх кхузахь, нохчийчуьра ву со ва-м, со болх беш ву кхузахь","я согласен жить тут, так-то из Чечни я, а тут я работаю"
довза меги вай?,можно познакомиться?
декхан хьуна,Отомстил тебе
Адам хьун дукх ези?,Адам ты любишь?
ц1е х1у ю хьан ткъа?,ну и как завут
днюха,вин де
х1ара х1у система ю?,что это за система?
вайга,к нам
витнамец хили хьоьх,гражданство дали вам?
ц1е елли хьун?,позитиф дали вам?
"Дела реза хуьлийла хьуна,йиша.",да будет доволен тобою Аллагь сестренка.
кукал ирчъ ду,кукла не красивая
хьуна со йовзири?,ты узнал меня?
хаъ,узнать
пайд боцуш адам,не серьезный человек
сун к1езг хаьъ нохчий мотт,я знаю очень мало на Чеченском
Могушалла муха ю хьан?,как твоё здоровье?
Хаз к1ант ву,Красивый парень
сермак,кракодил
хьек1алниг,умным
г1екхал дерш,ученые
маршала,привет
сан дог хьа ду,моё сердце твоё
сун хьо кхи ца еза,я больше не люблю тебя
Лучше умереть стоя чем жить на коленях,я очень устала
Мух ду?,Как?
са хазниг,Моя красавица
Цоци-эвлахь хелха вяллачунна,тому кто танцевал в Цоци-юрте
х1оъ дина,яйцо снесли
хьо стенгахь ву?,ты где
со нохчо ю,я чеченка
халахетар,огорченье
мичахь йу хьо сан хазниг?,где ты радость моя?
кет1а вали вайш?,Давай мы выйдем на улицу?
хьо худеш ду маймал,что делаешь обезьяна
меш яьх котам,эй курица общипаная
хьашт дац,ненадо
ца оьш,ненадо
спокойной ночи буьйс дик хил,спокойной ночи
со ца яха ло хьо воцуш,я не могу жить без тебя
хьа г1улкхш мух ду,как у тебя дела
лоьмар,Номер
Ц1е муха ю хьа?,Как твоё имя?
Цхьа х1ума деш вац,Ничего не делаю
довзи вай?,познакомимся?
Две вещи,Ши х1ума
маршал хьоменаг,привет дорогая
1уьйр дик хийл хьоменаг,Доброе утро дорогая
1уьйре дик хийла хьа хьомениг,Доброе утро милая
х1у ду ц1ахь?ц1ернаш мух бу?,как дома?как родные?
Хьо ма хаз ю,ты такая красивая
1умар,Умар
хьо юй и?,это ты?
нана бехк ма била,мама прости
х1оккхахь 1аш ву,"вот, живу тут"
кхи х1умма ца хилчи дик адам ду-кх и,что бы там небыло он хорощий человек
Хьо мила ю алий ас?,Сказать кто ты?
оццул кегий,такие маленькие
суна-м ца лаьъ,а я не хочу
будь здоров родной,будь здоров родной
хьайн дуьхьал дер ду,обратное докажет
сун хьо гин вац,Я тебя не видел
хьо ца тешахь тха шиче хатта,если не веришь спроси у моей кузины
да будет доволен нами АЛЛАХ,доволен иншаАллах1
йолчахь вуй хьо?,у нее ты?
повезло,повезло
суна магац,Мне нельзя
моаз,медь
ты знаешь как больно мне без тебя нет ты этого не знаешь только Аллах знает,ты знаешь как больно мне без тебя нет ты этого не знаешь только Аллах знает
жизнь дается одна,жизнь дается одна
Хьа мужиц к1езг бал бар са,мне мало дела до твоего мужика
болх ба без,работать надо
ишт хулийла дац,такого не может быть
т1едиллар,приказ
ц1ерниш мух бу,Как домашние?
х1удеш ю хьо?,Чем занимаешся ты?
корта охь ата цун,отрежти голову
Ма дици вай,Давай не будем об этом говорить
цаол со мил ву,не важно кто я
Виллами хьо суна Дала бина дика Болх ма бу,ВаЛлахи ты счастье дарованное мне Всевышним
Аллах,да укрепит нас Аллах в Своей религии и сделает нас одними из благодарных благочестивых рабов
"Аллах1а г1о дийр ду. Боккъалла Аллах1ан къинхетам боккха а, доза доцуш а бу",Аллах поможет поистине милость Аллаха Велика и безгранична
Аллах1 Дал могуш маьрша иманехь исламехь доьзалхо лойл вайшин,да одарит нас Всевышний здоровым крепким благочестивым богобоязненным праведным искренним малышом
со ислам ву,хилч ху ду
со нохчи маттах ц кхет,Я не понимаю по-чеченски
хьо ма генна вели,ты так далеко ушел
талмажалла дан,переведи
лела яр ма дац и,это не использование
Хьа г1уллакхаш муха ду?,как твои дела?
"Маршал,  г1улкъш мух ду?","привет, как дела?"
хиан 1аш,сижу
хватить врать,хватит врать ее
ахь аьш буьт,Ты врёш
Ц1ернаш могш 1ай?,Домашьние хорошо поживают?
ма товш дик зуда хир яр цунах,какая же хорошая жена из нее вышла бы
да иди ты,давала
кхи шиъ ду,Еще два
Баккхинарш лара беза,Старших нужно уважать
адмиш юкъа волуш хила веза,иногда выходить на люди надо
уггаре хьекъале верг,самый умный
разви,как ты
хьо к1орни,смотреть друг на друга
Хьадула писю оьг1аз ма эха,подайди кошка не обижайся
аьнгалха,мядведка
сан нанна нуц ца оьшу,Моей маме зять не нужен
сун дик цахаъ,я плохо знаю
шу мичахь ду шадерш?,вы где все?
пример,масалла
х1у хазделла хьуна?,что смешно?
з1ок,орлиный носик
са да нохчи ву са нана г1аскхи ю,мой отец чеченец а мама русская
ламаз де,делай намаз и закалывай жертву
муха ду г1улкхш,как дела?
Суна хьо дукху ез,Я тебя люблю
чека маре г1о,быстро замуж выйди
лайфничат1 дикъая итанне инсантера лайфдикъес берель,"Живите просто, так, чтобы остальные могли просто жить."
пхьег1аш йуьлш йу,мою посуду
берш д1а дийшни?,наши дети спят?
ас гойтур ду хьуна,я тебе покажу
Слава ловза ма ловза,Не играйся Слава
суна хьо хаз еллера,ты мне понравилась
хьо соьга йист хила ца луъша-м яц?,ты что не хочешь со мной разговаривать?
Сунаъ хета хьо хаза,и мне ты нравишься
"Ас корта хьабоккхар бу хьа, ч1ог1а вуй-ваци ца бохуш!","Я тебе голову оторву и не посмотрю, что ты сильный."
Т1аккха ас х1у дан деза?,Потом мне что делать?
саг1 дакха,сделать пожертвование
"Не удерживай то, что уходит, и не отталкивай то, что приходит. И тогда счастье само найдет тебя. х1ора х1уманна а ше хан йу",всему свое время
Т1аккхаъ са ц1ерниш реза хир бац-кх,Все равно мои родные не согласятся
"Хьайн боккхъал а со езахь, хаийта суна, хабаршца доцуш, г1улкхаца","Если ты серьезно меня любишь, докажи это ,не словами а делом..."
"Маршалла ду хьоьга хазниг, муха йу хьо?",Привет красотка как ты?
"маршал ду шоьга доттаг1ий, муха ду шу?","привет,друзья,как настроение?"
маре йаг1ан хьо?,ты что замуж вышла?
Г1оза йоийла!,Кушай на здоровье
кхана ц1ахь хир ду,завтра будет дома
кхана сарахь ц1ахь хир ду,завтра вечером будем дома
муха х1уммаъ дац?,как у вас нечего?
"Маршал шуьга, Кавказан вежри",Привет братья Кавказа
ерриг фразнаш,все фразы
хьан коьртан бала бац,не твоего ума дела
"т1ехьо д1айоккхар йу, цкъачунна новкъа яц","позже удалю, мне не мешает"
реплика,хъайбик1ан
г1оле юкх хьо кхечарел,ты лучше других
Урс хьакх дезар цу уьстаг1ан,Нужно зарезать этого барана!
Буду,хир ю
дик буьйцу ахьа-м,а ты хорошо говоришь
сан дог,сердце моё
"Дала къинхетам бойла хьоьх, хьуна собар а г1о а лойла цо, ахь хьегначун хьуна бекхам а бойла цо",дай Аллах тебе помощь терпение и пусть Всевышний Смилостивится над тобой и воздаст тебе великой наградой
хьан могушалла муха йу?,Как твоё здоровье
хьунам нохчи мотт ма хаъ?,так ты знаешь чеченский язык
ала дош ца дуьтуш,безоговорочно
Х1у хилла? Жим оьзда хила брат,Что случилось? Будь порядочнее брат
т1ета1о,придавить
хьан зуда хила лаьъ суна,хочу быть твоей женой
"г1уллакхаш муха ду, да-нана муха ду?",как дела? как родители
мегар ду,"можно, пойдет, ок, ладно, заметано"
мотт ба бези?,постель надо брать?
"Ас хастам Бо вечазу дала,вай доьналехь цо кхоларна",Я благодарю нашего бога за то что он создал нас такими сильными и храбрыми
хьо мух ю?,как дела?
хьо мух ву?,как дела?
дал,Быстро домой!
ишттачехь х1у дийра ду,как тут быть
идите,д1аг1о
хьуна хаъ-кх,ты же знаешь
кхана гур дуй вай?,завтра увидимся?
хьам дина иза?,кто это сделал?
мац елла со-м,проголодалась я
"хьомениг, йижина-м йац хьо?",ты спишь Любииая ?
Сан хьомвсара,Моя Сладкая
ца кхийтира,не понял
балха вахар,поехать на работу
безам хьо,любовь ты
"Хаттарна Дела Реза хуьйлда ,оцу Ненци ,Деций хьо дик Хилар бахьана долш Ялсмана йоьдучарех Хуьйлда Хьо Йиша!","спасибо что спросила, за то что ты хорошо относишься к матери, пусть Аллах сделает рай твоим вечным домом"
хьаьнца уллехь?,с чем рядом?
Де дика хуьлда,Здравствуйте
чай мер дуй ахь?,чай будете?
бацалахь зезаг,В поле цветок
арахь кхоьа зезаг,В поле цветок расцветает
кнопкалг,клавиатура
ма таг вац хьо,ты не мужчина!
Хьо нохчи вуй,Ты чеченец
х1унда лела хьо иштта?,зачем ты так?
дерриг,всё
буц муха узу хьаьжжина,смотря как травку курить
Цыганка,цыганка
кхи баш т1ехь ца кхуьу со ахь дуьйцучунна,я не совсем тебя понимаю
тоьказ1е,электресеть
телефон номер яийта,отправь номер телефона
шу мич даха?,куда вы подевались?
декхар,долг
1овдал ма хила,не будь дураком
хьай г1уллакхаш де,занимайся своими делами
мотт д1абаккха,застели постель
х1умнашна иту хьакх яг1ар со,я пошла гладить вещи
г1уллакхаш муха ду шу?,как ваши дела?
хьаъ,и тебя
Со вац г1урт буьцаш,а я и не говорю ерунду
доттаг1алло стега дахар хаздо,крепкая дружба украшает жизнь  человека
суна хъо веза,я люблю тебя
Марьям мух ю хьо?,Как ты Марьям?
Сиха ма дийца,Не говори так быстро
стаг,мужчина
кхуза,сюда
тормози,тормози
жена старшего брата,воккхаволчу веши зуда
виии визандел хьаъ хил из дик☺☺,вах! Слава Аллаху! и у тебя чтоб был хорошим!
доьхьал лер,упрекать
сан дозалла ду сан ваш,мой брат моя защита и моя гордость
со ц1а вахар,я пошел домой
Со вала ма велин дошонаг,Как только закончу моё золотце!
мала ли,влвбб
гергарлонаш,узы
"Маршала, мух ду г1улкхаш, мух ю могшала?",Приветик. как дела как здоровье?
хьай дог лазийл хьа собен кхи г1оле йоцаш,чтоб сердце у тебя болела не находя девушки лучше чем я
сан амат,мой образ
дуй х1умма?,есть что?
д1ахьажо,направления
хьан могшал мух ю?,как твое здоровье?
"нана, со ц1а кхечи",мама я пришел
хьо нисса лоь,ты правильно говоришь
айхь-хьай мах хадабар дика хета суна хьа,нравится мне твоя склонность к самокритике
дала къихетам бойла вайх,да простит нам Аллах наши грехи
зуда ялийна,женился
Дахар муха ду хьан?,как твоя жизнь?
Суна хьо дукх ма еза!,Я же люблю тебя сильно!
таг йоцу х1ума ю хьо,Ты такая штука которая вообще не мужик
"иштта д1айодахь-м, хьо кеста нохчичуьнга маре г1ур ю!",ты такими темпами за чеченца замуж  выйдешь
бяка,забияк
операци йини хьа йо1ан?,твоей дочери сделали операцию?
дукх хан юй?,давно?
Сун хьо вез хьомениг!,я тебя люблю сладкий
хьаьнца?,чем?
ин шаа ллах,Дай Аллах
"х1ан-х1ан, хьоме накъост нохчи йо1",нет близкая подруга чеченка
чеченцы не обожают никого кроме Аллах1а!,я обожаю тебя
шу г1уллакхаш муха ду?,как у вас дела
урам,улиц
заговаривать,загаражовать
х1у лозу хьа?,что у тебя болит?
тхо кхузахь ду,Мы здесь.
сан адмалг!,Мой человечик
бал бу соьгахь г1азкхи мот цахаарц,из-за незнания русского у меня целая проблема
брат мужа,мар ваш
вай девзаш дуй?,мы знакомы!
нах,людей
шашлык кийча ю,готов шашлык
шашлык кийча ю,шашлык готов
бераш тахан хъадалделла,детей сегодня забери
мохьмад вац и,это не магомед
"вай цхьан хир ду аьлла, ас дош ло хьуна!",я тебе обещаю мы будем вместе
вай шии,мы оба
"дика ду, гур ду вай т1аккха",хорошо.увидимся тогда
Со болх беш вар,я работал
со цонгш вар,я болел
Карина массарел ч1ог1а йо1 ю дюнен техь,карина самая лучшая девушка на свете
Моя родина Чечня,Сан Даймокх Нохчийчоь
аре,степени
хаз хетар,восхищени
ц1а доьлх вай,пошли дамой
дик ду!,хорашо
Хийшина,Сидим
любви,безаман
Хъо хаз йо1 ю,ты красивая девушка
"бакъ дерг аьлча, баркал ца аьлчи дац х1умма а хьо уггар дик ву",за правду не благодарят
попугай,Тоти ю иза
зуламе,приступный
хьоьгар,от тебя
наг сан хьо хьа веъч дик хир дар,было бы хорошо если бы ты пришел
Ах новкъахь г1уллакхаш ца дуьту ас,Я дела.на.пол.пути.не.бросаю.
"дахар сериалах терра ду, ткъа сериалчохь санна шадерг дика д1ацадоьрзу-кх","жизнь как сериал, только отличается от сериала тем, что в жизни не всегда счастливый конец"
дика йо1 ю хьом т1аккха,ты хорошая девушка тогда
к1ант яздеш ма вац хьо?,сын почему не пишешь?
хьал ял мерчур,"выкарабкайся из этого носа, ты сможешь!"
хьо ма д1атийна,что-то ты пропала
берш ахь д1адига,детей сам забери
берш д1адигийша!,детей заберите пожалуста
х1у до ахь?,Чего ты?
Хьар сан машен ю,Это мой машина
Вай шии,Мы оба
Салахь хьо цхьаъ воцарг кхи цхьаа цавезкх сун,"Салах, кроме тебя мне никто не нужен"
апераций йини,сделали операцию???
ца 1ебашверг,ненасытный
мич г1ур ю и,куда она пойдет
Чего?,Х1у ду?
Х1у?,Что?
ма лаар суна хьалхлерниг юх хила,как бы мне хотелось вернуть прошлое
фриктивный,фруктивный
т1е кхуьъш ву,добиваешься
Худеш ву,что делаешь
ма дик ду и,очень хорошо
еее са брат Рамзан зуд ялош ву,еее мой брат Рамзан женится!
муха ю хьо?,как ты?
"Хьо нохчи ма яц, яци?",Ты ведь не чеченка?
чеченский,ты не обижаешся на меня
пуьтш бот ца мег,нельзя обманывать
тупик,кешью
Царна юккъа мекха йоьлла,У них испортились взаимоотношение.
соьл г1аддайнарг кхин ца караво шуна?,"Неужели нет более несчастного,чем я?"
кхал х1ума юй?,покушать есть чего?
хьун хаъ! хьун хаи?,ты Знаешь
х1ар х1у ю яъ?,что это такое?
суна хьо,ты мне
Суна хьо хазахета,ты мне нравишся
хьо нохчи юй хазниг?,"красавица, ты чеченка?"
х1ай хазниг!,эй красавица
1овдал ву со,я дурак
къемат де,судный день
са кхачийна ахь,достал ты уже
схьавола х1оккхе,иди сюда
ролтат,ах скотины
даимна,всегда
"сан дог чохь ю хьо, ши ког арахь болш",ты у меня в сердце снагами у дверей
иштнарг бе шоьц мегр вц,с вами только так и можно
Туьтан,черепной
переводан перевод яйш,переведите перевод перевода
"сих ц1а йола,тхо хьо ларъеш ду!","скорее возвращайся домой, мы тебя ждем"
Ховха,"Нежно, свежо"
Ц1аьххьана,врасплох
рог1ера,тривиальный
машар хира бу,будет мир
вай дезш ду,мы любим
де дика хил,Добрый день
Сан баркалла ду хьуна!,мое тебе спасибо
д1аде,сеять
со маьл езачарна ирсе гойла со,пусть  видят меня счастливой все те кто любит меня
лозу,болит
"Хаза ю, дика ю...суна оьшуш,езаш ю","красивая, хорошая, мне нужная, любимая"
Хьусейн сун хьо веза!,Хусейн я тебя люблю
дала некъ та бойла,счастливо доехать
муха ду шу?,как вы?
г1о,иди
Далмукълахь,Если будет на то воля Аллаха
цо ша ц1а вог1ар ву аьлла,он сказал что приедет домой
д1а ма я,не исчезай
тхойшиъ хаз 1ир цхьанна,мы хорошо провели время
маршал дойла,выздоравливай
сутар,жадный
1аьржа,черный
д1ахеца со,отпусти меня
кор,окно
цкъачунна хаац,пока незнаем
цкъачунна ца хаьъ,пока незнаю
хенан-х1оттам муха бу цигахь?,Как у вас погода?
бокх бала беъна сун т1е,большая беда свалилась на мою голову аюб
Хьу хила хьуна?,что с тобой случилось?
басар,окрас
буцур бу бен,гнездо построю
ма хаза хитикха суна хьо гина,"я так рада, что увидела тебя"
от расвета до заката,1уьйренца суьйренга кхаччалца
шадерриг ма цадалой соьга-м,я же не всё могу
иштта хилитахь,пусть будет так
бакъ дукх,правда же
Х1у дар хьуна?,Что тебе с этого?
Дог деъчи-м,Если бы было желание..
Инет пал кегош ю-кх,Интернет глючит
Маьхкари,Девчата
вуно товш к1ант ву хьо,ты очень симпатичный парень
хьо иштта ву ца моттара суна,я не думала что ты такой
хьо везаш ма яр,любила ведь тебя
Аллах1на т1е буьллу ас и болх,уповаю на Аллах1а
ма эхь ца хета вайна,как же нам не стыдно!
рог1ера адам,простой человек
х1ан-х1аг дера!,нет конечно!
Хьо х1удеш ю х1ай са бусулба йиша,"чем занимаешься, сестра моя мусульманская?!"
Т1ех дика,прекрасно
ангел,малик
везар хьуна сагатло,любимый я скучаю
баркал ч1ог1а дика,спасибо очень приятно
хала хета суна хьа сагатта делча,мне обидно когда ты скучаешь
нана,Мамочка
хьо х1у деш ю?,что делаешь?
д1а даьлларг юха хир дац,прошлое уже не вернуть
люблю сердце,веза дог!
Спокойной ночи родной,Спокойной ночи родной
са лазам,боль моя
зуд ялина ву т1аьхьар ала,о том что женат говори в последнюю очередь
нохчо и лезги руш  даиманна,Чеченец и Лезгинка вместе навсегда
Дицахь кхи х1у ду,Расскажи что ещё
днем рождения Хаз к1ант,с днем рождения красивый парень
шу ма тийна,что-то вы затихли..
Сан  сурт  ца долу,Меня не видно на фотографиях
наступило лето,т1екхечи аьхке
хьо муха ву?,как ты?
баби йо1,бабушкина дочка
Вуьшт таьнгахь 1аш ю хьо?,а так где ты живёшь?
ламаз хан,время намаза
Дала хьан берашна ирс лойла!,дай Аллах счастья твоим детям
Хьа маса шо ду?,тебе сколько лет
шу мич доьда,куда вы идете
хьо мил ю,пришли свои фотки
со к1ад елла,я устала
Ма солнышк юкх хьо,Ну ты и солнышко
Цу чохь дуйа ца хаар сун хьа уьш,Я даже не знала что у тебя они есть там
Хьо мил яра?,ты кем будешь?
ас виц вир ву хьо,я забуду тебя
су хьо кхи ца еза,я тебя больше не люблю
ц1а  д1амакхаьчан  телефон тохлахь,как доедиш до ближайшего пункта сразу звони
самаяьлла приснулся,проснулся
ну я же люблю тебя,ну я же люблю тебя
фото,сурт
вух ваьрзар. вух кхетар,возврашаться
дукх буй хьа вежри?,много у тебя братьев?
да х1ума дацара,делать нечего было
Маршал,Привет
Хьомениг муха ву хьо цигахь?,как ты там милый?
Ма во яц и!,А она хороша!
хьоме ваш,любимый брат
Наггахь бен жоп ца ло ахь,ты лишь иногда отвечаешь
кхин да х1ума дац хьуна?,заняться больше не чем?
дер ду Далмукълахь,обязательно
Дик ву х1ума дуй кхи цигахь?,"Я хорошо, что там еще нового?"
Хьоме,Дорогой
Д1аскъаста деза вай,нам надо расстатья
со кхеташ яц,я не пониманию
гали бертак,мешок счастья
машен т1ер охь яха еза,надо с машины переложить
Къуран,Коран
"Хоь ч1ог1а оьша суна,дегаевхо.Хьо уггар дика ву! а","Очень нужен ты мне, тепло ты моего сердца. Ты самый лучший!"
"сан хьомениг, хьой-сой цхьани даимна","мой родный, ты и я вместе навсегда"
Безаман шен стигланаш ю,У любви свои небеса
но,амма
со йог1ар ю,Я приду
вор,депутат
шира,старый
д1адахнарг стен хьехадо?,зачем вспоминать ушедшее
"яра, хилла",была
кхеч къямнишц хярж,другими народами выбирай
со кхана вог1ар ву,я завтра приду
АльхIамдулиллахI,Хвала Всевышнему
Сан йо1ах лаьцна х1у дуьйцуш вар хьо?,что ты там говорил про мою дочь?
хлеб,бепиг
хьавеъчхьана гур хьуна,приедешь - увидишь
ларбелахь вайн безам,храни нашу любовь
аралелха,выскакивать
г1о,пойди
мел генахь ю и,как далеко она
хьо вог1и цига?,ты идешь туда?
хьан жима йо1,твоя маленькая девочка
Стен хаьттара ахь?,почему интересуешься?
Мегар вац хьо,ты-моя жизнь
кхеттан,понял
ба1,кактус
пожалуйства,пожалуйства
т1ехьа алар,припев
хьой юрт кхяч хаита,сообши когда приеедешь в село
